ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
15,Hawaii,HI,15001,Hawaii County,15001020100,Census Tract 201; Hawaii County; Hawaii,97.064446654332,4499,472,2089,161,1644,141,818,213,183,104,367,95,268,107,210,97,890,144,840,192,754,148,68,42,204,94,3555,505,6,5,10,12,83,41,89,36,18,5,18.3,4.3,7.7,3.9,22.3,5.5,8.1,3.1,4.7,2.0,19.8,3.7,18.7,3.1,16.9,3.4,4.1,2.5,4.7,2.1,79.0,7.6,0.2,0.2,0.5,0.6,5.0,2.5,5.4,2.1,0.4,0.1,0.6792,0.7725,0.4693,0.6854,0.691,3.2974,0.7844,0.4554,0.4671,0.8561,0.5613,0.6948,3.0347,0.8019,0.4014,0.4014,0.4014,0.2075,0.8278,0.3561,0.5637,0.5352,2.4903,0.6675,9.2238,0.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,318,91,5,7,542,190,1132,249,0,12,553,229,1315,342,8,10,19.3,5.4,0.1,0.1,12.0,4.0,25.2,5.0,0.0,0.7,12.3,4.8,29.2,6.2,0.2,0.2
15,Hawaii,HI,15003,Honolulu County,15003003504,Census Tract 35.04; Honolulu County; Hawaii,0.090832039908,2871,583,1729,254,1538,278,505,200,31,43,567,154,247,148,116,110,1058,358,247,104,526,330,22,27,495,238,2464,601,1521,270,0,12,45,48,349,129,31,3,17.8,6.0,2.0,2.7,36.9,7.5,9.8,6.1,4.1,3.7,36.9,9.1,8.6,3.3,18.8,10.3,1.4,1.7,17.6,7.7,85.8,11.6,87.9,8.8,0.0,1.9,3.0,3.1,22.7,8.6,1.1,0.2,0.6698,0.1848,0.8113,0.7746,0.6132,3.0537,0.6943,0.9883,0.0563,0.9104,0.2311,0.9648,3.1509,0.8538,0.5587,0.5587,0.5587,0.9222,0.0,0.25,0.8986,0.6878,2.7586,0.7264,9.5219,0.7986,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,1,4,3757,365,238,59,79,236,276,1896,506,0,12,173,141,100,48,0,12,23.7,12.2,2.1,2.7,8.2,9.1,66.0,12.0,0.0,1.1,6.0,4.7,3.5,1.7,0.0,1.1
15,Hawaii,HI,15003,Honolulu County,15003003603,Census Tract 36.03; Honolulu County; Hawaii,0.062423426952,3264,773,2051,200,1806,202,1292,702,65,56,550,146,385,169,37,37,830,179,432,239,616,273,40,47,869,404,3068,779,1804,232,42,55,362,147,681,153,0,12,39.6,19.4,3.9,3.3,30.5,7.3,14.1,6.0,1.1,1.1,25.4,5.0,13.2,4.5,18.9,6.0,2.2,2.6,28.0,11.5,94.0,8.6,88.0,7.4,2.0,2.7,20.0,7.8,37.7,8.4,0.0,0.4,0.9575,0.4408,0.6722,0.8897,0.1627,3.1229,0.7251,0.77,0.1901,0.9151,0.3396,0.993,3.2078,0.8703,0.8427,0.8427,0.8427,0.9245,0.9575,0.9127,0.9693,0.0,3.764,0.9693,10.9374,0.936,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,1,1,1,0,4,7,2174,424,151,51,58,272,97,2364,786,0,12,200,132,181,73,0,12,23.5,7.8,1.6,1.8,8.3,3.8,72.4,9.0,0.0,1.0,6.1,4.2,5.5,2.4,0.0,1.0
15,Hawaii,HI,15003,Honolulu County,15003003604,Census Tract 36.04; Honolulu County; Hawaii,0.073024243464,2140,343,1523,136,1161,143,615,222,23,32,481,131,162,89,0,12,725,168,172,68,363,125,0,16,170,99,1905,359,1495,134,0,12,157,77,439,133,61,4,29.6,9.5,1.9,2.7,41.4,10.1,8.5,4.3,0.0,1.5,33.9,6.2,8.0,2.6,17.5,5.2,0.0,1.4,8.2,4.6,89.0,8.8,98.1,0.8,0.0,2.1,13.5,6.4,37.8,10.2,2.9,0.5,0.8844,0.1682,0.8821,0.7207,0.0,2.6554,0.5403,0.9624,0.0376,0.875,0.0,0.8474,2.7224,0.6392,0.6667,0.6667,0.6667,0.9953,0.0,0.8042,0.9717,0.8263,3.5975,0.9552,9.642,0.8128,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,6018,303,106,34,49,128,172,1333,296,12,19,61,76,337,123,0,12,26.1,8.4,1.6,2.4,6.0,7.8,62.3,8.2,0.6,0.9,2.9,3.6,15.7,5.9,0.0,1.5
15,Hawaii,HI,15003,Honolulu County,15003003605,Census Tract 36.05; Honolulu County; Hawaii,0.05950217922,825,94,503,35,447,59,184,75,11,17,242,97,58,32,12,19,200,45,99,17,90,37,0,16,39,53,702,101,329,87,0,12,53,28,156,80,0,12,22.3,8.7,2.2,3.4,54.1,20.5,8.5,4.7,1.5,2.3,24.2,5.8,12.0,2.2,10.9,4.7,0.0,3.6,5.0,6.7,85.1,7.5,65.4,16.7,0.0,6.3,11.9,6.1,34.9,16.7,0.0,1.5,0.7925,0.2038,0.9764,0.7207,0.2264,2.9198,0.6398,0.6972,0.1362,0.4292,0.0,0.7089,1.9715,0.2217,0.5352,0.5352,0.5352,0.8656,0.0,0.7429,0.9646,0.0,2.5731,0.6816,7.9996,0.5924,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3304,36,27,0,12,111,87,385,95,0,12,86,85,120,62,0,12,8.1,6.1,0.0,3.9,13.5,9.9,46.7,10.6,0.0,3.9,10.4,10.2,14.5,7.3,0.0,3.9
15,Hawaii,HI,15003,Honolulu County,15003003606,Census Tract 36.06; Honolulu County; Hawaii,0.086640516596,2868,514,1632,175,1375,181,439,205,55,41,421,123,189,100,169,127,541,117,466,215,337,124,52,37,410,243,2426,538,1097,238,0,12,269,166,380,110,14,9,15.3,6.6,3.5,2.6,30.6,8.0,8.2,4.2,6.0,4.5,18.9,4.7,16.2,5.2,11.9,4.4,3.8,2.6,15.1,8.7,84.6,11.0,67.3,12.7,0.0,2.0,19.6,11.8,27.6,8.3,0.5,0.3,0.5849,0.3768,0.6745,0.6948,0.8325,3.1635,0.7417,0.4108,0.338,0.5236,0.5307,0.9531,2.7562,0.6651,0.5211,0.5211,0.5211,0.875,0.0,0.9009,0.934,0.5728,3.2827,0.8962,9.7235,0.8341,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,3,5071,248,136,0,12,109,71,1652,380,0,12,149,114,516,318,0,12,18.0,8.3,0.0,1.1,3.8,2.6,57.6,8.7,0.0,1.1,5.2,4.0,18.0,9.3,0.0,1.1
15,Hawaii,HI,15003,Honolulu County,15003003701,Census Tract 37.01; Honolulu County; Hawaii,0.060580562106,2509,376,1259,98,1161,135,521,245,153,151,497,228,86,73,263,191,428,165,211,38,306,165,0,16,399,224,2313,387,1223,160,0,12,23,32,242,115,39,9,22.1,9.6,8.6,7.5,42.8,19.0,4.3,3.7,10.5,7.0,17.1,6.9,8.4,2.0,12.2,6.4,0.0,1.4,16.5,8.9,92.2,6.9,97.1,10.2,0.0,2.5,2.0,2.7,20.8,9.4,1.6,0.3,0.7901,0.827,0.9033,0.3662,0.9693,3.8559,0.9028,0.3216,0.0469,0.5448,0.0,0.9577,1.871,0.1698,0.7887,0.7887,0.7887,0.9858,0.0,0.158,0.8774,0.7512,2.7724,0.7358,9.288,0.7607,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,4,5539,156,78,0,12,237,207,1935,475,0,12,44,65,97,73,0,12,13.4,6.6,0.0,1.3,9.4,8.4,77.1,11.8,0.0,1.3,1.8,2.7,3.9,2.7,0.0,1.3
15,Hawaii,HI,15003,Honolulu County,15003003702,Census Tract 37.02; Honolulu County; Hawaii,0.10231123847,3136,632,2450,314,1700,312,659,336,124,164,449,218,152,110,176,154,758,351,278,157,587,378,69,92,303,143,2398,712,2306,326,0,12,151,105,283,224,0,12,21.0,9.8,6.6,8.5,26.4,11.9,5.4,4.0,5.7,5.1,24.2,9.6,8.9,4.9,19.1,10.4,4.1,5.4,10.2,4.3,76.5,16.7,94.1,5.6,0.0,1.3,8.9,6.0,16.6,11.7,0.0,0.4,0.7594,0.7014,0.5755,0.4718,0.8042,3.3123,0.7891,0.6972,0.061,0.9198,0.5613,0.8967,3.136,0.8491,0.3709,0.3709,0.3709,0.9693,0.0,0.6014,0.8302,0.0,2.4009,0.6321,9.2201,0.7464,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,5995,318,154,37,57,1,2,1934,415,0,12,0,12,400,344,26,40,18.7,8.7,1.2,1.8,0.0,0.1,61.7,10.3,0.0,1.0,0.0,1.0,12.8,9.6,0.8,1.3
15,Hawaii,HI,15003,Honolulu County,15003003703,Census Tract 37.03; Honolulu County; Hawaii,0.521149668744,2802,716,2369,423,1556,443,588,511,8,23,592,400,18,31,23,39,629,232,316,192,120,87,216,332,103,87,2363,740,2075,251,0,12,45,40,304,357,0,12,21.0,17.4,0.5,1.5,38.0,23.3,0.8,1.3,0.8,1.3,22.4,8.0,11.3,5.2,4.4,3.1,13.9,21.0,3.8,3.1,84.3,15.3,87.6,18.9,0.0,1.4,2.9,2.4,19.5,19.0,0.0,0.4,0.7594,0.045,0.8278,0.0657,0.1179,1.8158,0.2701,0.615,0.108,0.0354,0.9646,0.6408,2.3638,0.4175,0.5164,0.5164,0.5164,0.9198,0.0,0.2406,0.8608,0.0,2.0212,0.4835,6.7172,0.3863,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,20844,388,337,19,30,208,199,1625,561,0,12,99,108,412,273,0,12,24.9,17.0,0.7,1.0,7.4,6.5,58.0,11.1,0.0,1.2,3.5,3.8,14.7,8.5,0.0,1.2
15,Hawaii,HI,15003,Honolulu County,15003003801,Census Tract 38.01; Honolulu County; Hawaii,0.337423418146,4814,548,2654,276,2538,305,1000,410,255,131,1060,367,298,180,74,67,849,289,578,187,669,263,37,46,382,227,4083,606,2447,301,0,12,275,155,616,216,3,4,20.8,8.2,8.8,4.6,41.8,13.6,7.8,4.8,1.6,1.4,17.6,5.5,12.0,3.6,14.3,5.1,1.5,1.8,8.5,5.0,84.8,8.1,92.2,6.1,0.0,1.2,10.9,6.0,24.3,7.7,0.1,0.1,0.7524,0.8412,0.8868,0.6549,0.25,3.3853,0.8223,0.3498,0.1362,0.7099,0.2476,0.8545,2.298,0.3868,0.5305,0.5305,0.5305,0.9434,0.0,0.6981,0.9104,0.4085,2.9604,0.7925,9.1742,0.7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,11381,727,289,18,30,730,443,2417,489,36,59,32,44,850,369,0,12,28.6,9.9,0.4,0.6,15.2,8.8,50.2,7.6,0.7,1.2,0.7,0.9,17.7,8.0,0.0,0.7
15,Hawaii,HI,15003,Honolulu County,15003003802,Census Tract 38.02; Honolulu County; Hawaii,0.113280782392,4992,683,2840,273,2646,297,273,186,14,24,655,275,0,12,137,166,308,125,700,296,236,153,73,71,151,154,4439,751,2646,308,0,12,168,115,196,147,0,12,5.5,3.6,0.4,0.7,24.8,10.0,0.0,0.8,2.8,3.4,6.2,2.6,14.0,4.7,4.9,3.4,2.8,2.7,3.2,3.2,88.9,8.9,93.2,6.1,0.0,1.1,6.4,4.3,7.4,5.6,0.0,0.2,0.1321,0.0379,0.5425,0.0,0.4481,1.1606,0.0995,0.0939,0.23,0.0472,0.4198,0.5845,1.3754,0.0425,0.6643,0.6643,0.6643,0.9552,0.0,0.441,0.6415,0.0,2.0377,0.4882,5.238,0.1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8898,92,74,313,279,430,283,3142,717,0,12,21,34,533,241,0,12,3.5,2.8,6.3,5.5,8.6,5.4,62.9,10.0,0.0,0.6,0.4,0.7,10.7,5.2,0.0,0.6
15,Hawaii,HI,15003,Honolulu County,15003003900,Census Tract 39; Honolulu County; Hawaii,0.384300061966,343,72,277,71,264,66,145,58,0,12,194,66,47,40,0,12,200,58,0,12,84,50,0,16,54,61,254,79,257,71,0,12,5,13,160,61,60,3,51.2,15.8,0.0,20.8,73.5,17.0,16.6,12.8,0.0,9.0,58.3,9.5,0.0,9.0,24.5,11.5,0.0,6.1,15.7,17.5,74.1,17.0,92.8,9.5,0.0,11.1,1.9,4.9,60.6,13.4,17.5,3.8,0.9835,0.0,0.9953,0.9225,0.0,2.9013,0.6327,1.0,0.0,0.9906,0.0,0.9554,2.946,0.7642,0.3286,0.3286,0.3286,0.9505,0.0,0.1509,0.9976,0.9577,3.0567,0.8325,9.2326,0.7512,1,0,1,1,0,3,1,0,1,0,1,3,0,0,1,0,0,1,1,3,9,14231,112,49,4,5,34,19,160,52,0,12,27,19,29,22,0,12,42.4,13.5,1.2,1.6,9.9,5.7,46.6,9.7,0.0,9.0,7.9,5.5,8.5,5.8,0.0,9.0
15,Hawaii,HI,15003,Honolulu County,15003004000,Census Tract 40; Honolulu County; Hawaii,0.115074612284,1468,325,1018,137,773,162,189,48,18,19,304,137,17,32,40,39,337,50,169,97,162,57,0,16,22,49,1208,338,989,130,0,12,78,47,231,82,40,5,12.9,1.6,2.4,2.3,39.3,15.7,1.5,2.9,2.7,2.5,23.0,5.2,11.5,5.2,11.1,3.9,0.0,2.1,1.6,3.4,82.3,14.1,97.2,18.3,0.0,3.1,10.1,5.7,29.9,9.8,2.7,0.7,0.4835,0.2299,0.8514,0.1174,0.434,2.1162,0.3626,0.6549,0.1174,0.4434,0.0,0.3756,1.5913,0.0825,0.4624,0.4624,0.4624,0.9906,0.0,0.6627,0.9458,0.8192,3.4183,0.9316,7.5882,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,37294,109,56,21,24,182,79,522,158,0,12,256,198,227,147,0,12,14.1,7.0,1.4,1.5,12.4,6.0,35.6,10.0,0.0,2.2,17.4,11.5,15.5,9.5,0.0,2.2
15,Hawaii,HI,15003,Honolulu County,15003004101,Census Tract 41.01; Honolulu County; Hawaii,0.061501415376,1447,281,887,130,840,145,420,243,14,24,340,146,25,35,146,101,300,118,127,110,306,125,0,16,4,47,1103,321,474,175,0,12,33,41,236,120,0,12,29.0,15.8,1.6,2.6,40.5,15.9,2.2,3.2,10.2,6.5,20.7,10.3,8.8,6.8,21.4,9.1,0.0,1.9,0.3,3.3,76.2,16.5,53.4,18.1,0.0,3.6,3.9,4.8,28.1,13.5,0.0,0.8,0.8821,0.1303,0.8679,0.1948,0.9646,3.0397,0.6848,0.5,0.0587,0.9599,0.0,0.0845,1.6031,0.092,0.3685,0.3685,0.3685,0.8231,0.0,0.2995,0.9363,0.0,2.0589,0.4929,7.0702,0.4384,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,2764,117,88,51,69,198,197,423,217,10,16,161,168,260,124,0,12,13.9,10.4,3.5,4.9,13.7,13.7,29.2,13.7,0.7,1.1,11.1,10.6,18.0,7.5,0.0,2.2
15,Hawaii,HI,15003,Honolulu County,15003004102,Census Tract 41.02; Honolulu County; Hawaii,0.19858191115,2577,624,1372,163,1318,160,981,577,162,140,480,184,124,92,111,68,457,134,422,309,365,167,99,119,80,75,2325,630,1299,206,20,33,239,134,242,93,9,4,38.2,20.5,11.0,8.8,36.4,13.2,6.3,4.3,4.3,2.7,17.7,5.2,16.4,8.9,14.2,5.5,7.5,9.0,3.2,2.9,90.2,11.0,94.7,9.9,1.5,2.4,18.1,9.9,18.4,7.4,0.3,0.1,0.9434,0.9171,0.8042,0.5493,0.6439,3.8579,0.9052,0.3568,0.3451,0.6958,0.8278,0.5845,2.81,0.6981,0.7042,0.7042,0.7042,0.9741,0.9316,0.8892,0.8561,0.4859,4.1369,0.9882,11.509,0.9668,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,18692,118,70,43,58,396,436,1149,269,0,12,352,332,385,183,0,12,9.0,5.5,1.7,2.4,15.4,14.6,44.6,13.6,0.0,1.3,13.7,12.1,14.9,6.7,0.0,1.3
15,Hawaii,HI,15003,Honolulu County,15003004201,Census Tract 42.01; Honolulu County; Hawaii,0.014242144474,1528,224,980,191,955,196,168,122,7,15,256,98,38,33,94,73,398,115,123,66,212,82,16,22,146,83,1323,238,952,196,0,12,153,55,332,197,0,12,11.0,7.8,0.8,1.7,26.8,8.7,2.9,2.5,6.4,4.9,26.0,8.5,8.0,4.0,14.5,6.0,1.7,2.3,9.8,5.4,86.6,9.0,97.1,6.5,0.0,3.3,16.0,4.7,34.8,14.6,0.0,0.8,0.4009,0.0569,0.5873,0.2559,0.8514,2.1524,0.3744,0.7934,0.0376,0.7311,0.2807,0.885,2.7278,0.6462,0.5939,0.5939,0.5939,0.9858,0.0,0.8514,0.9623,0.0,2.7995,0.7476,8.2736,0.6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,626,11,14,8,14,193,206,942,158,0,12,46,59,134,52,0,12,1.2,1.5,0.5,0.9,12.6,12.1,61.6,11.9,0.0,2.1,3.0,3.8,8.8,3.5,0.0,2.1
15,Hawaii,HI,15003,Honolulu County,15003004202,Census Tract 42.02; Honolulu County; Hawaii,0.085680280922,1544,337,1074,113,895,122,197,73,11,18,362,111,39,37,40,50,333,93,160,162,117,61,10,21,97,71,1152,351,1025,120,8,12,57,77,141,64,0,12,12.8,3.8,1.1,1.9,40.4,11.1,2.9,2.8,2.6,3.2,21.6,6.8,10.4,8.9,7.6,4.4,1.1,2.3,6.9,4.9,74.6,15.9,95.4,4.9,0.7,1.1,6.4,8.6,15.8,7.0,0.0,0.8,0.4717,0.0782,0.8656,0.2559,0.4222,2.0936,0.3578,0.5563,0.0845,0.1769,0.2005,0.8028,1.821,0.1486,0.3404,0.3404,0.3404,0.9811,0.8561,0.441,0.8184,0.0,3.0966,0.8538,7.3516,0.4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2233,102,60,0,12,67,43,752,171,0,12,9,18,324,296,0,12,11.4,6.5,0.0,2.1,4.3,2.9,48.7,12.5,0.0,2.1,0.6,1.2,21.0,15.9,0.0,2.1
15,Hawaii,HI,15003,Honolulu County,15003004301,Census Tract 43.01; Honolulu County; Hawaii,0.364417739476,2536,572,1053,163,931,179,496,241,116,83,292,168,2,4,16,28,575,390,348,165,355,249,62,71,207,234,2181,604,484,139,0,12,54,43,25,31,0,12,19.6,8.4,7.8,5.9,31.4,17.0,0.1,0.2,0.6,1.2,22.7,12.7,13.7,6.2,14.3,8.6,6.7,7.5,8.3,9.2,86.0,13.8,46.0,11.1,0.0,3.0,5.8,4.5,2.7,3.2,0.0,0.5,0.7146,0.7891,0.6863,0.0376,0.0991,2.3267,0.4408,0.6338,0.2113,0.7099,0.7689,0.8498,3.1737,0.8608,0.5704,0.5704,0.5704,0.8019,0.0,0.4057,0.3585,0.0,1.5661,0.316,7.6369,0.5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,139,148,169,165,226,116,1135,498,0,12,39,63,612,260,0,12,14.9,14.2,6.7,6.0,8.9,4.4,44.8,13.3,0.0,1.3,1.5,2.5,24.1,10.4,0.0,1.3
15,Hawaii,HI,15003,Honolulu County,15003004302,Census Tract 43.02; Honolulu County; Hawaii,0.150253137708,2756,667,1391,186,1033,159,366,165,58,52,347,116,194,87,215,185,297,112,671,332,233,127,89,99,263,221,2493,683,397,196,0,12,122,71,211,128,39,7,13.4,5.1,3.5,3.2,33.6,10.0,10.4,5.1,7.9,6.7,10.8,4.1,24.3,8.5,8.5,4.9,8.6,9.5,9.7,7.8,90.5,11.6,28.6,13.6,0.0,2.3,11.8,6.6,20.4,11.6,1.4,0.4,0.5118,0.3768,0.7382,0.7958,0.908,3.3306,0.7986,0.1432,0.7582,0.2241,0.8726,0.8826,2.8807,0.7358,0.7136,0.7136,0.7136,0.7146,0.0,0.7358,0.8726,0.7277,3.0507,0.8302,9.9756,0.8697,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2330,187,82,11,22,638,501,894,295,0,12,388,301,562,251,0,12,18.1,8.7,0.4,0.8,23.1,15.3,32.4,11.4,0.0,1.2,14.1,10.7,20.4,7.9,0.0,1.2
15,Hawaii,HI,15003,Honolulu County,15003004401,Census Tract 44.01; Honolulu County; Hawaii,0.185618922602,2340,511,897,81,791,102,196,100,57,48,181,78,149,77,46,37,658,160,419,234,421,143,19,25,62,65,1999,524,0,16,0,12,22,25,49,35,5,9,8.4,3.9,5.1,4.0,22.9,9.4,8.3,3.6,2.0,1.6,28.1,7.3,17.9,6.9,18.2,6.0,2.4,3.1,2.8,2.8,85.4,12.4,0.0,1.8,0.0,3.6,2.8,3.1,6.2,4.3,0.2,0.4,0.2925,0.5758,0.4882,0.7089,0.3208,2.3862,0.455,0.8545,0.4155,0.8962,0.3679,0.5469,3.081,0.8208,0.5399,0.5399,0.5399,0.0,0.0,0.2264,0.5943,0.4484,1.2691,0.2099,7.2762,0.4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,82,56,1,2,42,38,1259,361,0,12,201,144,496,304,0,12,10.4,7.1,0.0,0.1,1.8,1.7,53.8,10.3,0.0,1.4,8.6,6.2,21.2,10.0,0.0,1.4
15,Hawaii,HI,15003,Honolulu County,15003004402,Census Tract 44.02; Honolulu County; Hawaii,1.250543065086,2705,307,896,105,849,105,194,79,44,18,122,42,89,35,76,33,668,111,528,104,315,70,22,16,7,47,2545,325,0,16,2,4,44,18,52,32,0,12,7.2,2.8,3.0,1.3,14.4,4.6,4.5,1.7,2.8,1.1,24.7,3.5,19.5,3.3,11.7,2.5,2.6,1.9,0.3,1.8,94.1,5.5,0.0,1.8,0.2,0.5,5.2,2.0,6.1,3.8,0.0,0.4,0.2358,0.3389,0.2217,0.3873,0.4481,1.6318,0.2204,0.7207,0.5094,0.4953,0.3939,0.0845,2.2038,0.3373,0.8451,0.8451,0.8451,0.0,0.7877,0.3774,0.5873,0.0,1.7524,0.3844,6.4331,0.3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,131,52,2,3,137,80,883,206,0,12,826,185,697,167,0,12,15.4,5.5,0.1,0.1,5.1,2.9,32.6,6.8,0.0,1.2,30.5,5.5,25.8,5.6,0.0,1.2
15,Hawaii,HI,15003,Honolulu County,15003004500,Census Tract 45; Honolulu County; Hawaii,2.97859932308,4955,680,2493,360,2069,354,572,230,43,43,621,304,111,64,49,55,1632,287,770,272,585,155,165,187,100,86,4013,721,995,240,0,12,14,25,369,258,132,17,11.8,4.5,1.9,1.9,30.0,13.8,2.9,1.6,1.0,1.1,32.9,5.1,15.5,4.2,12.0,2.7,8.0,8.9,2.1,1.8,81.0,9.4,39.9,7.7,0.0,1.3,0.7,1.2,17.8,10.8,2.7,0.5,0.4292,0.1682,0.6651,0.2559,0.1462,1.6646,0.237,0.9531,0.3028,0.5307,0.8538,0.4554,3.0958,0.8302,0.4272,0.4272,0.4272,0.7712,0.0,0.0802,0.8467,0.8192,2.5173,0.6769,7.7049,0.5403,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4357,314,247,28,33,341,145,2483,433,0,12,170,145,955,367,36,52,15.2,10.6,0.6,0.6,6.9,2.9,50.1,8.2,0.0,0.7,3.4,2.9,19.3,6.2,0.7,1.0
15,Hawaii,HI,15003,Honolulu County,15003004600,Census Tract 46; Honolulu County; Hawaii,2.647462417698,3780,580,1172,116,1082,106,376,207,36,40,141,76,141,123,83,87,1010,140,570,167,452,146,0,16,43,57,3364,603,10,19,0,12,7,16,71,50,167,10,10.1,5.4,1.7,2.0,13.0,6.9,4.9,4.0,2.2,2.5,26.7,4.1,15.1,3.1,12.2,3.8,0.0,1.5,1.2,1.6,89.0,8.2,0.9,1.6,0.0,2.7,0.6,1.5,6.6,4.4,4.4,0.7,0.3538,0.1493,0.1745,0.4202,0.3467,1.4445,0.1848,0.8122,0.2864,0.5448,0.0,0.2911,1.9345,0.1887,0.6667,0.6667,0.6667,0.2783,0.0,0.0708,0.6132,0.8873,1.8496,0.4175,5.8953,0.2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,77,39,40,72,222,136,2055,349,0,12,43,52,1004,405,0,12,7.1,3.7,1.1,1.9,5.9,3.4,54.4,8.0,0.0,0.9,1.1,1.3,26.6,8.6,0.0,0.9
